schedule,fill_model,date,pnl_cents,trades,month,cum_pnl_cents
6m_train_1m_test,actual_bid_ask,2025-08-12,30.00030517578125,1,2025-08,335.003662109375
6m_train_1m_test,actual_bid_ask,2025-08-14,-6.000518798828125,1,2025-08,329.0031433105469
6m_train_1m_test,actual_bid_ask,2025-08-15,8.00018310546875,1,2025-08,337.0033264160156
6m_train_1m_test,actual_bid_ask,2025-08-18,-19.000244140625,1,2025-08,318.0030822753906
6m_train_1m_test,actual_bid_ask,2025-08-19,23.000335693359375,1,2025-08,341.00341796875
6m_train_1m_test,actual_bid_ask,2025-08-20,-28.99932861328125,1,2025-08,312.00408935546875
6m_train_1m_test,actual_bid_ask,2025-08-21,-8.00018310546875,1,2025-08,304.00390625
6m_train_1m_test,actual_bid_ask,2025-08-22,-6.999969482421875,1,2025-08,297.0039367675781
6m_train_1m_test,actual_bid_ask,2025-09-02,75.0,1,2025-09,372.0039367675781
6m_train_1m_test,actual_bid_ask,2025-09-03,102.00042724609375,1,2025-09,474.0043640136719
6m_train_1m_test,actual_bid_ask,2025-09-08,-27.00042724609375,1,2025-09,447.0039367675781
6m_train_1m_test,actual_bid_ask,2025-09-09,-16.99981689453125,1,2025-09,430.0041198730469
6m_train_1m_test,actual_bid_ask,2025-09-10,-2.9998779296875,1,2025-09,427.0042419433594
6m_train_1m_test,actual_bid_ask,2025-09-11,50.0,1,2025-09,477.0042419433594
6m_train_1m_test,actual_bid_ask,2025-09-15,11.00006103515625,1,2025-09,488.0043029785156
6m_train_1m_test,actual_bid_ask,2025-09-16,-2.00042724609375,1,2025-09,486.0038757324219
6m_train_1m_test,actual_bid_ask,2025-09-17,38.99993896484375,1,2025-09,525.0038146972656
6m_train_1m_test,actual_bid_ask,2025-09-18,13.99993896484375,1,2025-09,539.0037536621094
6m_train_1m_test,actual_bid_ask,2025-09-19,-26.999664306640625,1,2025-09,512.0040893554688
6m_train_1m_test,actual_bid_ask,2025-09-22,92.00057983398438,1,2025-09,604.0046691894531
6m_train_1m_test,actual_bid_ask,2025-09-23,81.00051879882812,1,2025-09,685.0051879882812
