schedule,fill_model,date,pnl_cents,trades,month
3m_train_1m_test,mid_dynamic_cost,2025-11-28,-34.04279999999977,1,2025-11
3m_train_1m_test,mid_dynamic_cost,2025-12-01,-12.536000000000142,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-02,-9.502800000000029,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-03,-25.470799999999688,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-04,-13.491999999999944,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-05,14.50240000000017,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-08,-8.527999999999517,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-09,-0.47360000000039815,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-10,7.540000000000142,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-11,-57.47199999999972,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-12,-12.450000000000141,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-15,-0.43759999999968713,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-16,5.6080000000005406,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-17,13.63319999999966,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-18,-14.385599999999744,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-19,1.631199999999915,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-22,18.586800000000085,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-23,-9.448800000000029,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-24,14.53960000000017,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-26,1.5355999999999148,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-29,-11.419200000000341,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-30,5.55760000000054,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2025-12-31,-7.4383999999997155,1,2025-12
3m_train_1m_test,mid_dynamic_cost,2026-01-02,-27.4272,1,2026-01
3m_train_1m_test,mid_dynamic_cost,2026-01-05,-27.414,1,2026-01
3m_train_1m_test,mid_dynamic_cost,2026-01-06,3.5568000000002273,1,2026-01
3m_train_1m_test,mid_dynamic_cost,2026-01-07,22.6084,1,2026-01
3m_train_1m_test,mid_dynamic_cost,2026-01-08,3.609199999999517,1,2026-01
3m_train_1m_test,mid_dynamic_cost,2026-01-09,37.528399999999856,1,2026-01
3m_train_1m_test,mid_dynamic_cost,2026-01-12,1.486400000000625,1,2026-01
